Student,Block 0,Block 1,Block 2,Block 3,Block 4,Block 5,Block 6,Block 7
1248,YED--2CX--,,MTAUT12---,,MPGEO12---,MENST12---,MCMPS11---,MACLV12---
1249,YED--2CX--,MWWK-12---,MTAUT12---,,,MFOOD12---,MENFP12---,MACLV12---
1250,YED--2FX-L,,MTXT-12---,MPREC12---,,MEVSC12C--,MDRM-12---,MCLC-12--L
1251,YED--2CX--,,,MPREC12---,MPH--11---,MEVSC12C--,MENFP12---,MCLC-12--L
1252,YLRA-2AX-L,,MTAUT12---,MPREC12---,MODED12---,MENST12---,,MATPH12---
1253,YHRA-2AX--,,,MPREC12---,MPH--12---,MENR-12---,,MCALC12---
1254,,,,,,MENST12---,MDMD-12D--,ACAL-12---
1255,,,,,,MFOM-11---,MENFP12---,
1256,YED--2FX-L,YCPA-2AX-L,MTDRF12---,MPREC12---,MPH--12---,MENST12C--,,MATPH12---
1257,YED--2DX-L,,,MPREC12H--,MLST-12---,MENST12C--,MEC--12---,ACAL-12---
1258,YLRA-2AX-L,,,,MPGEO12---,MENST12C--,MCMCL12---,MATPH12---
1259,YED--2DX-L,,MTXT-12---,MPREC12H--,,MENST12C--,,ACAL-12---
1260,YED--2DX-L,MWH--12---,,MPREC12H--,MLTST12---,,,ACAL-12---
1261,,,,MPREC12---,MPH--12---,MINST12---,MENFP12--Y,MACLV12---
1262,,MWH--12---,MTAUT12---,MPREC11---,MMACS11---,MENST12---,MDMD-12D--,MATPH12---
1263,YED--2FX-L,YCPA-2AX-L,,MPREC12---,MLTST12---,MIMCB12--L,,AELC-12---
1264,,,,MPREC12H--,MPH--12---,MENST12C--,,ACAL-12---
1265,,,MTAUT12---,MPREC12---,,MENST12---,MDRM-12---,MACLV12---
1266,,,MTROB12--L,,MODED12---,MENR-12---,MENFP12---,MCALC12---
1267,,MWH--12---,MVAPH11---,,MLST-12---,,MDMD-12D--,MCLC-12--L
1268,YED--2FX-L,PBB--2H,,,MPH--11---,MENST12---,MECOM12---,MCALC12---
1269,YESFL1CX--,YCPA-2AXE-,,MPREC12---,MPH--12---,,MENFP12--Y,MATPH12---
1270,YESFL1CX--,MWH--12---,,MPREC12---,,MENT-12---,MDRM-12---,MCALC12---
1271,,MWH--12---,MTDRF12---,MPREC12---,MPH--12---,,MENFP12---,MACLV12---
1272,YED--2FX-L,YCPA-2AX-L,,MPREC12H--,MPH--11---,MENST12C--,,ACAL-12---
1273,YESFL1CX--,,,MPREC12---,MPH--11---,MGRPR12--L,MENFP12--Y,MATPH12---
1274,YLAW-2CX--,,,,,MENST12---,,
1275,,,MTXT-12---,,MLFSC11---,MEVSC12C--,MCMCL12---,MCLC-12--L
1276,YLAW-2CX--,,MTAUT11---,MPREC11---,MLST-12---,MFOOD11---,MCMCL12---,
